2024-10-25T01:50:40 X-ray-10keV 21.841 0.686
2024-10-25T03:04:04 X-ray-10keV 24.172 0.208
2024-10-25T05:00:27 X-ray-10keV 25.117 0.2
2024-10-25T07:55:26 X-ray-10keV 25.819 0.282
2024-10-25T23:58:12 X-ray-10keV 28.23 0.274
2024-10-27T01:25:45 X-ray-10keV 30.421 0.37
2024-10-25T01:40:10 uvot::white 17.268 0.04
2024-10-25T02:30:00 ps1::r 19.073 0.04
2024-10-25T02:35:29 ps1::w 19.616 0.19
2024-10-25T02:46:15 bessellr 18.152 inf
2024-10-25T03:28:42 bessellv 17.896 inf
2024-10-25T04:04:36 bessellr 18.942 0.15
2024-10-25T04:58:39 bessellr 19.309 0.0447632883769892
2024-10-25T06:05:10 bessellr 19.622 0.22
2024-10-25T06:35:00 besselli 18.964 0.0788084461997951
2024-10-25T07:25:25 bessellb 20.43 inf
2024-10-25T07:50:17 bessellv 20.436 0.23
2024-10-25T08:04:33 bessellr 19.885 0.0786374650697779
2024-10-25T08:25:49 besselli 19.148 0.165728318939809
2024-10-25T14:13:20 bessellr 20.102 0.05
2024-10-25T14:23:59 ps1::r 20.553 0.08
2024-10-25T14:52:48 ps1::r 20.603 0.1
2024-10-25T16:08:57 ps1::i 19.88 0.08
2024-10-25T17:18:57 ps1::r 21.473 0.35
2024-10-25T17:18:57 ps1::i 19.65 0.17
2024-10-26T02:58:25 bessellr 20.696 0.185705123112049
2024-10-26T03:29:46 besselli 20.235 0.28
2024-10-26T17:13:50 bessellr 21.352 0.2
2024-10-26T19:59:59 bessellr 21.822 0.09
2024-10-27T19:59:59 bessellr 22.632 0.11
